Hugo Symbol	Entrez Gene ID	GRCh37 Isoform	GRCh37 RefSeq	GRCh38 Isoform	GRCh38 RefSeq	Gene Type	# of occurrence within resources (Column J-P)	OncoKB Annotated	MSK-IMPACT	MSK-HEME	FOUNDATION ONE	FOUNDATION ONE HEME	Vogelstein	COSMIC CGC (v99)	Gene Aliases
H2AC6	8334	ENST00000314088	NM_003512.3	ENST00000314088	NM_003512.3	INSUFFICIENT_EVIDENCE	3	Yes	No	Yes	No	Yes	No	No	H2AFL, HIST1H2AC
H2BC11	8970	ENST00000339812	NM_021058.3	ENST00000339812	NM_021058.3	INSUFFICIENT_EVIDENCE	3	Yes	No	Yes	No	Yes	No	No	H2B/r, H2BFR, HIST1H2BJ
H2BC12	85236	ENST00000356950	NM_080593.2	ENST00000356950	NM_080593.2	INSUFFICIENT_EVIDENCE	3	Yes	No	Yes	No	Yes	No	No	H2BFAiii, H2BFT, HIST1H2BK
H2BC17	8348			ENST00000616182	NM_003527.4	INSUFFICIENT_EVIDENCE	3	Yes	No	Yes	No	Yes	No	No	H2B.2, H2B/n, H2BFN, HIST1H2BO
H2BC4	8347	ENST00000314332	NM_003518.3	ENST00000314332	NM_003518.3	INSUFFICIENT_EVIDENCE	3	Yes	No	Yes	No	Yes	No	No	H2B/l, H2BFL, HIST1H2BC
H2BC5	3017	ENST00000289316	NM_021063.3	ENST00000289316	NM_021063.3	NEITHER	3	Yes	Yes	Yes	No	No	No	No	H2B/b, H2BFB, HIST1H2BD
H3-4	8290	ENST00000366696	NM_003493.2	ENST00000366696	NM_003493.2	NEITHER	3	Yes	Yes	Yes	No	No	No	No	H3.4, H3/g, H3FT, H3t, HIST3H3
H3-5	440093	ENST00000340398	NM_001013699.2	ENST00000340398	NM_001013699.2	NEITHER	3	Yes	Yes	Yes	No	No	No	No	H3.5, H3F3C
H3C1	8350	ENST00000357647	NM_003529.2	ENST00000613854	NM_003529.2	NEITHER	3	Yes	Yes	Yes	No	No	No	No	H3/A, H3FA, HIST1H3A
H3C10	8357	ENST00000369163	NM_003536.2	ENST00000369163	NM_003536.2	NEITHER	3	Yes	Yes	Yes	No	No	No	No	H3/k, H3F1K, H3FK, HIST1H3H
H3C11	8354	ENST00000328488	NM_003533.2	ENST00000616365	NM_003533.2	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	H3.f, H3/f, H3FF, HIST1H3I
H3C12	8356	ENST00000359303	NM_003535.2	ENST00000359303	NM_003535.2	NEITHER	3	Yes	Yes	Yes	No	No	No	No	H3/j, H3FJ, HIST1H3J
H3C13	653604	ENST00000331491	NM_001123375.2	ENST00000331491	NM_001123375.2	NEITHER	3	Yes	Yes	Yes	No	No	No	No	HIST2H3D
H3C14	126961	ENST00000369158	NM_021059.2	ENST00000369158	NM_021059.2	NEITHER	3	Yes	Yes	Yes	No	No	No	No	H3, H3.2, H3/M, H3/m, H3F2, H3FM, HIST2H3C, MGC9629
H3C3	8352	ENST00000540144	NM_003531.2	ENST00000612966	NM_003531.2	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	H3/c, H3FC, HIST1H3C
H3C4	8351	ENST00000356476	NM_003530.4	ENST00000356476	NM_003530.4	NEITHER	3	Yes	Yes	Yes	No	No	No	No	H3/b, H3FB, HIST1H3D
H3C6	8353	ENST00000360408	NM_003532.2	ENST00000634733	NM_003532.2	NEITHER	3	Yes	Yes	Yes	No	No	No	No	H3.1, H3/d, H3FD, HIST1H3E
H3C7	8968	ENST00000446824	NM_021018.2	ENST00000618052	NM_021018.2	NEITHER	3	Yes	Yes	Yes	No	No	No	No	H3/i, H3FI, HIST1H3F
H3C8	8355	ENST00000305910	NM_003534.2	ENST00000614378	NM_003534.2	NEITHER	3	Yes	Yes	Yes	No	No	No	No	H3/h, H3FH, HIST1H3G
HDAC4	9759	ENST00000345617	NM_006037.3	ENST00000345617	NM_006037.3	ONCOGENE_AND_TSG	3	Yes	No	Yes	No	Yes	No	No	BDMR, HA6116, HD4, HDAC-4, HDAC-A, HDACA, KIAA0288
HDAC7	51564	ENST00000427332	XM_011538481.1	ENST00000427332	XM_011538481.1	ONCOGENE	3	Yes	No	Yes	No	Yes	No	No	DKFZP586J0917, HDAC7A
HERPUD1	9709	ENST00000439977	NM_014685.3	ENST00000439977	NM_014685.4	INSUFFICIENT_EVIDENCE	3	Yes	No	No	No	Yes	No	Yes	HERP, KIAA0025, Mif1, SUP
HIF1A	3091	ENST00000337138	NM_001530.3	ENST00000337138	NM_001530.3	ONCOGENE	3	Yes	No	Yes	No	No	No	Yes	HIF-1alpha, HIF1, MOP1, PASD8, bHLHe78
HLA-B	3106	ENST00000412585	NM_005514.6	ENST00000412585	NM_005514.6	TSG	3	Yes	Yes	Yes	No	No	No	No	AS
HMGA1	3159	ENST00000311487	NM_145899	ENST00000311487	NM_145899	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	HMGIY
HMGA2	8091	ENST00000403681	NM_003483	ENST00000403681	NM_003483	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	BABL, HMGIC, LIPO
HOXA11	3207	ENST00000006015	NM_005523	ENST00000006015	NM_005523	TSG	3	Yes	No	No	No	Yes	No	Yes	HOX1, HOX1I
HOXB13	10481	ENST00000290295	NM_006361.5	ENST00000290295	NM_006361.5	ONCOGENE_AND_TSG	3	Yes	Yes	Yes	No	No	No	No	
HSP90AA1	3320	ENST00000216281	NM_005348	ENST00000216281	NM_005348	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	FLJ31884, HSP90N, HSPC1, HSPCA, Hsp89, Hsp90
ICOSLG	23308	ENST00000407780	NM_015259.4	ENST00000407780	NM_015259.4	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	B7-H2, B7H2, B7RP-1, B7RP1, B7h, CD275, GL50, ICOS-L, ICOSL, KIAA0653
IFNGR1	3459	ENST00000367739	NM_000416.2	ENST00000367739	NM_000416.2	TSG	3	Yes	Yes	Yes	No	No	No	No	CD119, IFNGR
IGF1	3479	ENST00000307046	NM_001111285.1	ENST00000307046	NM_001111285.1	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	IGF, IGF-I, IGF1A, IGFI
IGF2	3481	ENST00000434045	NM_001127598.1	ENST00000434045	NM_001127598.1	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	C11orf43, FLJ44734, IGF-II
IL10	3586	ENST00000423557	NM_000572.2	ENST00000423557	NM_000572.2	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	CSIF, IL-10, IL10A
INHA	3623	ENST00000243786	NM_002191.3	ENST00000243786	NM_002191.3	TSG	3	Yes	Yes	Yes	No	No	No	No	
INPP4A	3631	ENST00000409851		ENST00000409851		INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	INPP4
INPPL1	3636	ENST00000298229	NM_001567.3	ENST00000298229	NM_001567.3	TSG	3	Yes	Yes	Yes	No	No	No	No	SHIP2
INSR	3643	ENST00000302850	NM_000208.2	ENST00000302850	NM_000208.2	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	CD220
IRF1	3659	ENST00000245414	NM_002198.2	ENST00000245414	NM_002198.2	TSG	3	Yes	No	Yes	No	Yes	No	No	MAR
IRF8	3394	ENST00000268638	NM_002163.2	ENST00000268638	NM_002163.2	TSG	3	Yes	No	Yes	No	Yes	No	No	ICSBP, ICSBP1, IRF-8
IRS1	3667	ENST00000305123	NM_005544.2	ENST00000305123	NM_005544.2	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	HIRS-1
JARID2	3720	ENST00000341776	NM_004973.3	ENST00000341776	NM_004973.3	ONCOGENE_AND_TSG	3	Yes	No	Yes	No	Yes	No	No	JMJ
KAT6A	7994	ENST00000265713	NM_006766.4	ENST00000265713	NM_006766.4	INSUFFICIENT_EVIDENCE	3	Yes	No	No	No	Yes	No	Yes	MOZ, MYST3, RUNXBP2, ZC2HC6A, ZNF220
KDSR	2531	ENST00000406396	NM_002035.2	ENST00000645214	NM_002035.4	INSUFFICIENT_EVIDENCE	3	Yes	No	No	No	Yes	No	Yes	DHSR, FVT1, SDR35C1
KLHL6	89857	ENST00000341319	NM_130446	ENST00000341319	NM_130446	ONCOGENE_AND_TSG	3	Yes	No	No	Yes	Yes	No	No	FLJ00029
KMT2B	9757	ENST00000222270	NM_014727.1	ENST00000420124	NM_014727.3	TSG	3	Yes	Yes	Yes	No	No	No	No	CXXC10, HRX2, KIAA0304, MLL1B, MLL4, TRX2, WBP7
KMT5A	387893	ENST00000330479	NM_020382.3	ENST00000402868	NM_020382.7	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	PR-Set7, SET07, SET8, SETD8
KNSTRN	90417	ENST00000249776	NM_033286.3	ENST00000249776	NM_033286.3	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	C15orf23, FLJ14502, SKAP, TRAF4AF1, kinastrin
LASP1	3927	ENST00000318008	NM_006148.3	ENST00000318008	NM_006148.4	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	Lasp-1, MLN50
LCK	3932	ENST00000336890	NM_001042771.2	ENST00000336890	NM_001042771.2	ONCOGENE	3	Yes	No	Yes	No	No	No	Yes	
LEF1	51176	ENST00000265165	NM_016269	ENST00000265165	NM_016269	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	TCF10, TCF1ALPHA, TCF7L3
LMO2	4005	ENST00000395833	NM_001142315.1	ENST00000395833	NM_001142315.1	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	RBTN2, RBTNL1, RHOM2, TTG2
LRP1B	53353	ENST00000389484	NM_018557	ENST00000389484	NM_018557	TSG	3	Yes	No	No	No	Yes	No	Yes	LRP-DIT, LRPDIT
LZTR1	8216	ENST00000215739	NM_006767.3	ENST00000646124	NM_006767.3	TSG	3	Yes	Yes	No	No	No	No	Yes	BTBD29, LZTR-1
MAFB	9935	ENST00000373313	NM_005461.4	ENST00000373313	NM_005461.4	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	KRML
MAPK3	5595	ENST00000263025	NM_002746.2	ENST00000263025	NM_002746.2	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	ERK1, PRKM3, p44erk1, p44mapk
MAPKAP1	79109	ENST00000265960	NM_001006617.1	ENST00000265960	NM_001006617.1	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	MGC2745, MIP1, SIN1
MDC1	9656	ENST00000376406	NM_014641.2	ENST00000376406	NM_014641.2	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	Em:AB023051.5, KIAA0170, NFBD1
MECOM	2122	ENST00000468789	NM_001105078.3	ENST00000468789	NM_001105078.3	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	EVI1, KMT8E, MDS1, MDS1-EVI1, PRDM3
MGA	23269	ENST00000219905	NM_001164273.1	ENST00000219905	NM_001164273.1	TSG	3	Yes	Yes	Yes	No	No	No	No	FLJ12634, KIAA0518, MAD5, MXD5
MLF1	4291	ENST00000355893	NM_022443.4	ENST00000355893	NM_022443.5	ONCOGENE_AND_TSG	3	Yes	No	No	No	Yes	No	Yes	
MLLT10	8028	ENST00000307729	NM_001195626.1	ENST00000307729	NM_001195626.1	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	AF10
MLLT3	4300	ENST00000380338	NM_004529	ENST00000380338	NM_004529	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	AF-9, AF9, YEATS3
MN1	4330	ENST00000302326	NM_002430	ENST00000302326	NM_002430	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	MGCR, MGCR1, MGCR1-PEN
MSI1	4440	ENST00000257552	NM_002442.3	ENST00000257552	NM_002442.3	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	
MST1	4485	ENST00000449682	NM_020998.3	ENST00000449682	NM_020998.3	TSG	3	Yes	Yes	Yes	No	No	No	No	D3F15S2, DNF15S2, HGFL, NF15S2
MTAP	4507	ENST00000380172	NM_002451.3	ENST00000644715	NM_002451.3	TSG	3	Yes	Yes	No	Yes	No	No	No	MSAP, c86fus
MYH11	4629	ENST00000300036	NM_002474	ENST00000300036	NM_002474	TSG	3	Yes	No	No	No	Yes	No	Yes	SMHC, SMMHC
NCOA3	8202	ENST00000371998	NM_181659.2	ENST00000371998	NM_181659.2	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	ACTR, AIB1, CAGH16, KAT13B, SRC-3, SRC3, TNRC16, TRAM-1, bHLHe42, p/CIP
NCSTN	23385	ENST00000294785	NM_015331.2	ENST00000294785	NM_015331.2	ONCOGENE	3	Yes	No	Yes	No	Yes	No	No	APH2, KIAA0253
NEGR1	257194	ENST00000357731	NM_173808.2	ENST00000357731	NM_173808.2	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	IGLON4, KILON, MGC46680, Ntra
NKX3-1	4824	ENST00000380871	NM_006167.3	ENST00000380871	NM_006167.3	TSG	3	Yes	Yes	Yes	No	No	No	No	BAPX2, NKX3.1, NKX3A
NOTCH4	4855	ENST00000375023	NM_004557.3	ENST00000375023	NM_004557.3	ONCOGENE_AND_TSG	3	Yes	Yes	Yes	No	No	No	No	INT3
NR4A3	8013	ENST00000395097	NM_006981.3	ENST00000395097	NM_006981.3	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	CSMF, MINOR
NTHL1	4913	ENST00000219066	NM_002528.5	ENST00000219066	NM_002528.5	TSG	3	Yes	Yes	Yes	No	No	No	No	NTH1, OCTS3
NUF2	83540	ENST00000271452	NM_031423.3	ENST00000271452	NM_031423.3	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	CDCA1, CT106, NUF2R
NUP214	8021	ENST00000359428	NM_005085	ENST00000359428	NM_005085	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	CAIN, CAN, D9S46E, N214
NUP98	4928	ENST00000359171	XM_005252950.1	ENST00000355260	NM_139132.4	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	NUP96, Nup98-96, Nup98-Nup96
NUTM1	256646	ENST00000333756	XM_011521429.1	ENST00000333756	XM_011521429.1	INSUFFICIENT_EVIDENCE	3	Yes	No	No	Yes	No	No	Yes	C15orf55, DKFZp434O192, FAM22H, NUT
PAK1	5058	ENST00000356341	NM_002576.4	ENST00000356341	NM_002576.4	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	
PAK5	57144	ENST00000353224	NM_177990.2	ENST00000353224	NM_177990.2	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	KIAA1264, PAK7
PAX3	5077	ENST00000350526	NM_181457	ENST00000350526	NM_181457	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	HUP2, WS1
PAX7	5081	ENST00000420770	NM_001135254	ENST00000420770	NM_001135254	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	Hup1
PCBP1	5093	ENST00000303577	NM_006196.3	ENST00000303577	NM_006196.3	INSUFFICIENT_EVIDENCE	3	Yes	No	Yes	No	Yes	No	No	HNRPE1, HNRPX, hnRNP-E1, hnRNP-X
PDGFB	5155	ENST00000331163	NM_002608.2	ENST00000331163	NM_002608.2	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	SIS, SSV
PDK1	5163	ENST00000282077	NM_002610	ENST00000282077	NM_002610	ONCOGENE	3	Yes	No	No	Yes	Yes	No	No	
PDPK1	5170	ENST00000342085	NM_002613.4	ENST00000342085	NM_002613.4	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	
PGR	5241	ENST00000325455	NM_000926.4	ENST00000325455	NM_000926.4	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	NR3C3, PR
PICALM	8301	ENST00000393346		ENST00000393346	NM_007166.4	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	CLTH
PIK3C3	5289	ENST00000262039	NM_002647.2	ENST00000262039	NM_002647.2	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	Vps34
PIK3CD	5293	ENST00000377346	NM_005026.3	ENST00000377346	NM_005026.3	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	p110D
PIK3R3	8503	ENST00000262741	NM_003629.3	ENST00000262741	NM_003629.3	TSG	3	Yes	Yes	Yes	No	No	No	No	
PLCG1	5335	ENST00000373271	NM_182811.1	ENST00000373271	NM_182811.1	ONCOGENE	3	Yes	No	Yes	No	No	No	Yes	NCKAP3, PLC-II, PLC1, PLC148, PLCgamma1
PLK2	10769	ENST00000274289	NM_006622.3	ENST00000274289	NM_006622.3	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	SNK
PMAIP1	5366	ENST00000316660	NM_021127.2	ENST00000316660	NM_021127.2	TSG	3	Yes	Yes	Yes	No	No	No	No	NOXA
PML	5371	ENST00000268058	NM_033238	ENST00000268058	NM_033238	TSG	3	Yes	No	No	No	Yes	No	Yes	MYL, RNF71, TRIM19
PMS1	5378	ENST00000441310	NM_000534.4	ENST00000441310	NM_000534.4	TSG	3	Yes	Yes	Yes	No	No	No	No	MLH2, PMSL1
PNRC1	10957	ENST00000336032	NM_006813.2	ENST00000336032	NM_006813.2	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	B4-2, PROL2, PRR2
PPP4R2	151987	ENST00000356692	NM_174907.2	ENST00000356692	NM_174907.2	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	
PRDM14	63978	ENST00000276594	NM_024504.3	ENST00000276594	NM_024504.3	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	
PRKD1	5587	ENST00000331968	NM_002742.2	ENST00000331968	NM_002742.2	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	PKC-mu, PKCM, PKD, PRKCM
PTP4A1	7803	ENST00000370651	NM_003463.4	ENST00000626021	NM_003463.4	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	PRL-1, PTPCAAX1
PTPN2	5771	ENST00000309660	NM_002828.3	ENST00000309660	NM_002828.3	TSG	3	Yes	No	Yes	No	Yes	No	No	PTPT, TC-PTP, TCELLPTP, TCPTP
PTPRD	5789	ENST00000356435	NM_002839.3	ENST00000356435	NM_002839.3	TSG	3	Yes	Yes	Yes	No	No	No	No	HPTP, PTPD
PTPRS	5802	ENST00000357368	NM_002850.3	ENST00000587303	NM_002850.3	TSG	3	Yes	Yes	Yes	No	No	No	No	
QKI	9444	ENST00000361752	NM_006775	ENST00000361752	NM_006775	TSG	3	Yes	No	No	Yes	No	No	Yes	QK3
RAB35	11021	ENST00000229340	NM_006861.6	ENST00000229340	NM_006861.6	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	H-ray
RAC2	5880	ENST00000249071	NM_002872.4	ENST00000249071	NM_002872.4	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	EN-7
RASA1	5921	ENST00000274376	NM_002890.2	ENST00000274376	NM_002890.2	TSG	3	Yes	Yes	Yes	No	No	No	No	CM-AVM, GAP, RASA, p120GAP, p120RASGAP
RBM15	64783	ENST00000369784	NM_022768.4	ENST00000369784	NM_022768.4	ONCOGENE_AND_TSG	3	Yes	No	No	No	Yes	No	Yes	OTT, OTT1
RECQL	5965	ENST00000421138	NM_002907.3	ENST00000421138	NM_002907.3	TSG	3	Yes	Yes	Yes	No	No	No	No	RecQ1, RecQL1
RHEB	6009	ENST00000262187	NM_005614.3	ENST00000262187	NM_005614.3	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	RHEB2
RIT1	6016	ENST00000368323	NM_006912.5	ENST00000368323	NM_006912.5	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	MGC125864, MGC125865, RIBB, RIT, ROC1
RPS6KA4	8986	ENST00000334205	NM_003942.2	ENST00000334205	NM_003942.2	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	MSK2, RSK-B
RPS6KB2	6199	ENST00000312629	NM_003952.2	ENST00000312629	NM_003952.2	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	KLS, P70-BETA, S6KB, S6Kbeta, S6Kβ, STK14B, p70S6Kb
RRAGC	64121	ENST00000373001	NM_022157.3	ENST00000373001	NM_022157.3	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	FLJ13311, GTR2
RRAS	6237	ENST00000246792	NM_006270.3	ENST00000246792	NM_006270.3	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	R-Ras
RSPO2	340419	ENST00000276659	NM_178565.4	ENST00000276659	NM_178565.5	ONCOGENE	3	Yes	No	No	Yes	No	No	Yes	MGC35555
RTEL1	51750	ENST00000360203	NM_001283009.1	ENST00000360203	NM_001283009.2	TSG	3	Yes	Yes	Yes	No	No	No	No	C20orf41, DKFZP434C013, KIAA1088, NHL, RTEL, bK3184A7.3
RXRA	6256	ENST00000481739	NM_002957.4	ENST00000481739	NM_002957.4	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	NR2B1
RYBP	23429	ENST00000477973	NM_012234.5	ENST00000477973	NM_012234.5	TSG	3	Yes	Yes	Yes	No	No	No	No	AAP1, DEDAF, YEAF1
SESN1	27244	ENST00000436639	NM_014454.2	ENST00000436639	NM_014454.2	TSG	3	Yes	Yes	Yes	No	No	No	No	PA26, SEST1
SESN2	83667	ENST00000253063	NM_031459.4	ENST00000253063	NM_031459.4	TSG	3	Yes	Yes	Yes	No	No	No	No	DKFZp761M0212, HI95, SEST2
SESN3	143686	ENST00000536441	NM_144665.3	ENST00000536441	NM_144665.3	TSG	3	Yes	Yes	Yes	No	No	No	No	MGC29667, SEST3
SET	6418	ENST00000372692	NM_001122821	ENST00000372692	NM_001122821	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	2PP2A, IGAAD, IPP2A2, PHAPII, TAF-I, TAF-IBETA
SETDB1	9869	ENST00000271640	NM_001145415.1	ENST00000271640	NM_001145415.1	ONCOGENE_AND_TSG	3	Yes	Yes	Yes	No	No	No	No	ESET, KG1T, KIAA0067, KMT1E, TDRD21
SH2D1A	4068	ENST00000371139	NM_002351.4	ENST00000371139	NM_002351.4	TSG	3	Yes	Yes	Yes	No	No	No	No	DSHP, EBVS, IMD5, LYP, SAP, XLP, XLPD
SHOC2	8036	ENST00000369452	NM_007373.3	ENST00000369452	NM_007373.3	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	KIAA0862, SOC-2, SOC2, SUR-8, SUR8
SHQ1	55164	ENST00000325599	NM_018130.2	ENST00000325599	NM_018130.2	TSG	3	Yes	Yes	Yes	No	No	No	No	FLJ10539, Shq1p
SLX4	84464	ENST00000294008	NM_032444.2	ENST00000294008	NM_032444.2	TSG	3	Yes	Yes	Yes	No	No	No	No	BTBD12, FANCP, KIAA1784, KIAA1987
SMARCD1	6602	ENST00000394963	NM_003076.4	ENST00000394963	NM_003076.4	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	BAF60A, CRACD1, Rsc6p
SMARCE1	6605	ENST00000348513	NM_003079.4	ENST00000348513	NM_003079.4	ONCOGENE_AND_TSG	3	Yes	Yes	No	No	No	No	Yes	BAF57
SMC1A	8243	ENST00000322213	NM_006306.3	ENST00000322213	NM_006306.3	TSG	3	Yes	No	Yes	No	Yes	No	No	DXS423E, KIAA0178, SB1.8, SMC1L1, Smcb
SMC3	9126	ENST00000361804	NM_005445.3	ENST00000361804	NM_005445.3	TSG	3	Yes	No	Yes	No	Yes	No	No	BAM, CSPG6, HCAP, SMC3L1, bamacan
SMYD3	64754	ENST00000388985	NM_001167740.1	ENST00000490107	NM_001167740.1	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	KMT3E, ZMYND1, ZNFN3A1
SOS1	6654	ENST00000402219	NM_005633.3	ENST00000402219	NM_005633.3	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	GINGF
SOX17	64321	ENST00000297316	NM_022454.3	ENST00000297316	NM_022454.3	TSG	3	Yes	Yes	Yes	No	No	No	No	
SPRED1	161742	ENST00000299084	NM_152594.2	ENST00000299084	NM_152594.2	TSG	3	Yes	Yes	Yes	No	No	No	No	FLJ33903, PPP1R147
SS18	6760	ENST00000415083	NM_001007559.2	ENST00000415083	NM_001007559.2	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	SSXT
SSX1	6756	ENST00000376919	NM_005635.3	ENST00000376919	NM_005635.4	INSUFFICIENT_EVIDENCE	3	Yes	No	No	No	Yes	No	Yes	CT5.1
SSX2	6757	ENST00000337502	NM_175698.2	ENST00000337502	NM_175698.4	INSUFFICIENT_EVIDENCE	3	Yes	No	No	No	Yes	No	Yes	CT5.2a, HD21, HOM-MEL-40, MGC119055, MGC15364, MGC3884, SSX
STK19	8859	ENST00000375331	NM_004197.1	ENST00000375331	NM_004197.1	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	D6S60, G11
STK40	83931	ENST00000373129	NM_032017.1	ENST00000373129	NM_032017.1	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	MGC4796, SgK495
TAL1	6886	ENST00000294339	NM_001287347.2	ENST00000294339	NM_001287347.2	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	TCL5, bHLHa17
TAP1	6890	ENST00000354258	NM_000593.5	ENST00000354258	NM_000593.5	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	ABCB2, D6S114E, RING4
TAP2	6891	ENST00000374899	NM_018833.2	ENST00000383119	NM_018833.2	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	ABCB3, D6S217E, RING11
TCL1A	8115	ENST00000402399	NM_001098725.1	ENST00000402399	NM_001098725.1	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	TCL1
TFE3	7030	ENST00000315869	NM_006521.5	ENST00000315869	NM_006521.5	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	TFEA, bHLHe33
TGFBR1	7046	ENST00000374994	NM_004612.2	ENST00000374994	NM_004612.2	TSG	3	Yes	Yes	Yes	No	No	No	No	ALK-5, ALK5, ESS1, MSSE, TBR-i, TBRI
TLX1	3195	ENST00000370196	NM_005521.3	ENST00000370196	NM_005521.3	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	HOX11, TCL3
TLX3	30012	ENST00000296921	NM_021025.2	ENST00000296921	NM_021025.2	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	HOX11L2, RNX
TNFRSF17	608	ENST00000053243	NM_001192	ENST00000053243	NM_001192	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	BCM, BCMA, CD269, TNFRSF13A
TP53BP1	7158	ENST00000382044	NM_001141980.1	ENST00000382044	NM_001141980.1	TSG	3	Yes	Yes	Yes	No	No	No	No	53BP1, TDRD30, p202
TPM3	7170	ENST00000368530	NM_152263.3	ENST00000368530	NM_152263.4	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	NEM1, TRK
